Type,Key,Summary,Resolution Date,Open,Investigation,Ready for Refinement,Reopened,On Hold,To Do,Backlog,ON-HOLD testing,In Testing,Refined,In Development,Ready for test,Blocked,Selected for Development,In Progress,Waiting for acceptance,Done,Abandoned
,PAYME-217,[FP] Search and view SEPA pacs.004.001.09 (RET),10/4/23,2.95h,1.12h,66.80h,21.75h,,,,1579.72h,310.57h,488.93h,725.70h,,,,,22505.67h,,
,PAYME-216,[FP] Search and view SEPA pacs.008.001.08 (SCT),10/4/23,1.90h,287.37h,186.72h,1801.15h,,,,92.87h,330.63h,415.97h,33.08h,,,,,22505.58h,,
,PAYME-269,Change Sepa-transfer for outgoing cross board camt.029.001.09 (Recall Refused) message,9/25/23,0.08h,819.28h,187.90h,,,,,48.32h,271.95h,802.65h,871.85h,,,,,22726.05h,,
,PAYME-268,Change Sepa-transfer for outgoing cross board camt.056.001.08 (Payment Cancellation Request) message,9/26/23,0.08h,819.53h,243.22h,,,,,22.65h,78.75h,777.05h,1086.25h,,,,,22700.82h,,
,PAYME-208,"[STAR] LV Incoming international payment order PDF (European, International) - IDs",9/1/23,0.00h,69.82h,65.50h,1.87h,,,,558.98h,363.10h,1135.28h,325.20h,,,,,23300.90h,,
,PAYME-207,"[STAR] Incoming International payments form, PDF - IDs",9/1/23,0.00h,69.82h,349.77h,2.15h,,,,455.80h,656.50h,843.98h,142.00h,,,,,23300.90h,,
,PAYME-267,Change Sepa-transfer for outgoing cross border pacs.008.001.08 (Credit Transfer) message,9/7/23,0.07h,914.20h,137.72h,,,,,43.12h,320.67h,866.97h,379.90h,,,,,23160.57h,,
Production bug,PAYME-204,[iBank- SmartForm] Tech error if incorrect amount on currency<>EUR,5/22/23,0.00h,0.00h,,,,,,0.00h,17.27h,99.43h,0.32h,,,,,25750.67h,,
,PAYME-203,[iBank] Incoming international payments information form - IDs,9/1/23,0.03h,69.77h,93.65h,49.07h,,,,97.03h,515.38h,1193.75h,548.28h,,,,,23300.90h,,
Production bug,PAYME-202,[STAR] Foreign standing order - address error,6/13/23,0.08h,120.28h,,,,,,408.18h,96.72h,0.28h,18.60h,,,,,25225.18h,,
,PAYME-198,[FP] Process incoming ISO pacs.008.001.08 with Account Proxy,9/4/23,0.20h,74.50h,62.58h,140.77h,,,,1873.33h,240.80h,188.73h,79.03h,,,,,23233.00h,,
,PAYME-197,[CORE DB] Process outgoing SEPA camt.029.001.09,9/26/23,0.25h,309.97h,,1.93h,,,,838.62h,4.78h,1069.60h,969.35h,,,,,22698.52h,,
,PAYME-196,[CORE DB] Process outgoing SEPA camt.056.001.08,9/26/23,0.32h,310.18h,16.02h,1.68h,,,,666.62h,196.48h,1148.87h,538.23h,,,,,23014.60h,,
,PAYME-195,[FP] Process incoming SEPA pacs.002.001.10,9/29/23,0.05h,215.55h,42.27h,,,,,1866.35h,,1061.15h,76.28h,,,,,22631.52h,,
Production bug,PAYME-215,[Payment-services] error ORA-01086: savepoint 'LAST_PAYMENT' never established in this session or is invalid,11/20/23,0.03h,508.97h,,,,,,3409.98h,310.27h,234.40h,0.02h,,,,,21384.92h,,
,PAYME-192,[FP] Add LEI to 'Original outgoing foreign payment' form,7/17/23,0.58h,70.25h,,,,,,1273.22h,69.75h,165.05h,0.43h,,,,,24408.48h,,
,PAYME-224,[openshift] Adapt local payment services setup to openshift,8/8/23,0.02h,140.27h,,,,,,1441.17h,525.37h,0.00h,0.02h,,,,,23882.60h,,
Production bug,PAYME-191,[iBank] List of payments execution failing on international payment,5/12/23,1.45h,,,,,,,,,,,,,,,25990.07h,,
Production bug,PAYME-214,[iBank] - Mass payment edit form - UI issue after adding beneficiary,6/16/23,0.00h,578.75h,4.92h,240.60h,,,,0.00h,2.28h,15.92h,2.03h,,,,,25147.77h,,
Production bug,PAYME-190,[FP] Reason code info is not shown during investigation message processing,5/16/23,0.00h,71.92h,,,,,,0.00h,24.13h,2.87h,3.35h,,,,,25891.43h,,
,PAYME-188,[FP] Add LEI to outgoing ISO pacs.008,6/30/23,2.47h,0.00h,72.52h,603.63h,,,,0.00h,,48.58h,471.67h,,,,,24818.20h,,
,PAYME-709,[openshift] [prod] Order F5 for lt/lv/ee payment-services-gateway in openshift,5/22/24,1276.70h,5334.07h,,,,,,1892.02h,454.75h,0.00h,,,,,,16964.48h,,
,PAYME-184,[openshift] [prod] Deploy payment-services-gateway,7/24/23,984.22h,0.00h,,,,,,793.08h,,0.00h,0.00h,,,,,24240.73h,,
,PAYME-183,[ibank] [test] Configure ibank payment-service client to use F5,7/17/23,984.27h,0.00h,,,,,,411.98h,211.62h,0.00h,0.00h,,,,,24410.15h,,
,PAYME-182,[openshift] [test] Setup F5 for lt/lv/ee payment-services-gateway in openshift,6/28/23,984.33h,0.00h,,,,,,171.28h,,0.00h,0.00h,,,,,24862.42h,,
,PAYME-179,[openshift] [test\gate] Setup payment-services-gateway deployment,6/22/23,966.58h,0.00h,,,,,,0.00h,41.15h,0.00h,2.60h,,,,,25007.70h,,
,PAYME-178,[ibank] [gate] Configure ibank payment-service client to use F5,7/3/23,984.28h,0.00h,,,,,,170.08h,115.72h,0.00h,0.05h,,,,,24747.90h,,
,PAYME-177,[openshift] [gate] Setup F5 for lt/lv/ee payment-services-gateway in openshift,6/28/23,984.35h,0.00h,,,,,,171.27h,,0.00h,0.00h,,,,,24862.43h,,
,PAYME-173,[ibank] [dev] Configure ibank payment-service client to use F5 & add certs to ibank truststore,6/9/23,311.68h,0.00h,,,,,,121.58h,191.10h,0.00h,71.67h,,,,,25322.02h,,
,PAYME-172,[openshift] [dev] Setup F5 for lt/lv/ee payment-services-gateway in openshift,6/7/23,311.68h,0.00h,,,,,,118.67h,193.67h,0.00h,21.80h,,,,,25372.23h,,
,PAYME-169,[openshift] [dev] Setup payment-services-gateway deployment,6/6/23,343.17h,0.00h,,,,,,0.00h,90.12h,0.00h,190.72h,,,,,25394.05h,,
,PAYME-168,[openshift] [prod] Request certificates for all enviroments for payment-services-gateway,7/3/23,984.35h,0.00h,,,,,,292.53h,0.00h,0.00h,0.05h,,,,,24741.13h,,
,PAYME-166,[openshift] [prod] Deploy payment-services,7/24/23,984.25h,0.00h,,,,,,793.07h,,0.00h,0.00h,,,,,24240.75h,,
,PAYME-160,[openshift] [gate|test] Deploy payment-services,6/27/23,984.05h,0.00h,,,,,,29.47h,114.48h,0.00h,0.00h,,,,,24890.07h,,
,PAYME-157,[openshift] [dev] Setup payment-services deployment,6/6/23,311.68h,0.00h,,,,,,4.02h,27.47h,0.00h,280.85h,,,,,25394.05h,,
,PAYME-155,[openshift] [prod] Deploy payment-service,7/24/23,984.28h,0.00h,,,,,,793.05h,,0.00h,0.00h,,,,,24240.77h,,
,PAYME-149,[openshift] [gate|test] Deploy payment-service,6/27/23,984.42h,0.00h,,,,,,26.10h,117.53h,0.00h,0.00h,,,,,24890.07h,,
,PAYME-146,[openshift] [dev] Setup payment-service deployment,6/6/23,285.87h,0.00h,,,,,,0.00h,57.37h,0.00h,280.85h,,,,,25394.05h,,
,PAYME-145,[openshift] [prod] Deploy payment-form-service,7/24/23,984.38h,0.00h,,,,,,793.03h,,0.00h,0.00h,,,,,24240.78h,,
,PAYME-141,[openshift] [gate|test] Deploy payment-form-service,6/22/23,984.13h,0.00h,,,,,,25.57h,0.88h,0.00h,0.00h,,,,,25007.63h,,
,PAYME-139,[openshift] [dev] Setup payment-form-service deployment,5/24/23,194.35h,0.00h,,,,,,0.00h,76.25h,0.03h,41.78h,,,,,25705.78h,,
,PAYME-137,[openshift] [prod] Deploy payment-archive-service,7/24/23,984.50h,0.00h,,,,,,793.03h,,0.00h,0.00h,,,,,24240.80h,,
,PAYME-131,[openshift] [gate|test] Deploy payment-archive-service,6/22/23,984.63h,0.00h,,,,,,22.57h,3.47h,0.00h,0.03h,,,,,25007.63h,,
,PAYME-128,[openshift] [dev] Setup payment-archive-service deployment,5/24/23,125.60h,0.00h,,0.00h,,,,66.58h,78.52h,0.03h,41.78h,,,,,25705.78h,,
,PAYME-127,[openshift] [prod] Deploy payment-services-discovery,7/24/23,124.92h,0.00h,,859.60h,,,,792.37h,,0.00h,0.40h,,,,,24241.05h,,
,PAYME-125,[openshift] [test] Setup payment-services-discovery deployment,6/20/23,124.88h,0.00h,,840.35h,,,,0.00h,1.87h,0.00h,0.00h,,,,,25051.22h,,
,PAYME-123,[openshift] [gate] Setup payment-services-discovery deployment,6/20/23,124.90h,0.00h,,840.35h,,,,0.00h,1.87h,0.00h,0.00h,,,,,25051.22h,,
,PAYME-121,[openshift] [dev] Setup payment-services-discovery deployment,5/19/23,124.87h,0.00h,,,,,,17.73h,51.87h,0.00h,0.00h,,,,,25823.87h,,
,PAYME-120,[monitoring] [prod] Prepare prometheus/alertmanager scripts and request deployment via SNAP,7/21/23,1438.72h,0.00h,,,,,,0.00h,265.95h,0.00h,0.00h,,,,,24313.68h,,
,PAYME-119,[monitoring] [not-prod] Create meaningful alert rules - regarding rules consult with Aigars,7/24/23,1774.22h,,,,,,,,,,,,,,,24244.15h,,
,PAYME-118,[monitoring] [not-prod] Onboard payment services from all three namespaces to payment-monitor namespace monitoring solution,6/6/23,312.63h,0.00h,,,,,,143.35h,5.30h,1.78h,161.22h,,,,,25394.05h,,
,PAYME-116,[openshift] Add cicd user as admin to forked repositories,5/17/23,102.82h,0.00h,,,,,,0.00h,23.55h,0.00h,20.98h,,,,,25871.00h,,
,PAYME-115,[openshift] Fork all payment services repo,5/16/23,102.55h,0.00h,,,,,,0.00h,23.82h,0.00h,0.00h,,,,,25892.00h,,
,PAYME-113,[openshift] [prod] Deploy payment-monitor,11/8/23,124.53h,0.00h,,860.00h,,,,2932.20h,380.28h,0.00h,0.00h,,,,,21673.32h,,
,PAYME-109,[openshift] [test] Setup payment-monitor deployment,6/22/23,124.47h,0.00h,,814.57h,,,,0.08h,26.13h,0.00h,45.43h,,,,,25007.68h,,
,PAYME-106,[openshift] [dev] Setup payment-monitor deployment,5/24/23,94.53h,0.00h,,0.00h,,,,0.00h,73.78h,0.00h,144.32h,,,,,25705.75h,,
,PAYME-105,[CORE DB] Update VM.VMK_RULES for CBPR+ outgoing flow,10/5/23,0.00h,97.62h,161.58h,3.97h,,,,188.23h,203.00h,1248.48h,1296.67h,0.10h,,,,22818.95h,,
Production bug,PAYME-100,[ibank] improve PaymentList performance Java Back-end,5/25/23,0.00h,0.00h,,0.00h,,,,0.00h,127.80h,46.97h,186.77h,,,,,25680.50h,,
,PAYME-271,[iBank] Swedbank Denmark branch removal from Swedbank Group payments,8/11/23,,741.23h,,74.93h,505.70h,505.70h,,863.23h,23.85h,43.75h,5.48h,,,,,23804.68h,,
,PAYME-99,[openshift] Prepare 3 namespaces for payment-services,5/12/23,0.00h,0.00h,,,,,,0.00h,73.28h,0.00h,0.00h,,,,,25992.62h,,
,PAYME-98,[CORE DB] Process outgoing SEPA pacs.004.001.09,9/18/23,0.02h,410.90h,0.62h,91.83h,,,,837.88h,0.65h,1371.97h,426.18h,,,,,22943.48h,,
,PAYME-97,[FP] Process incoming SEPA pacs.004.001.09,10/4/23,0.02h,118.95h,112.73h,48.02h,,,,1791.50h,313.83h,465.00h,727.87h,,,,,22505.62h,,
,PAYME-96,[FP] Process outgoing SEPA pacs.008.001.08,9/7/23,0.02h,118.87h,21.73h,50.73h,,,,1942.10h,183.63h,347.47h,218.57h,,,,,23155.22h,,
,PAYME-95,[FP] Process incoming SEPA pacs.008.001.08,9/12/23,1.10h,0.07h,,49.40h,,,,143.63h,355.47h,1690.08h,830.97h,,,,,23040.80h,,
,PAYME-94,Add bpay team members to bpay casc config,5/8/23,0.02h,0.00h,,,,,,0.00h,6.42h,0.00h,0.00h,,,,,26085.67h,,
,PAYME-93,[STAR] ''Date of the first payment'' field for foreign standing orders has an incorrect format,5/16/23,0.22h,71.77h,,,,,,69.42h,26.62h,70.70h,27.90h,,,,,25890.55h,,
,PAYME-92,Add bpay team to casc,5/8/23,0.07h,0.00h,,,,,,0.00h,94.67h,0.00h,0.00h,,,,,26085.67h,,
,PAYME-90,[CORE-DB] update VVMK view from ARCH DB,5/25/23,144.83h,0.00h,,,,,,331.80h,5.18h,20.17h,3.93h,,,,,25676.35h,,
,PAYME-89,[openshift] Add openshift tokens to casc,5/8/23,0.00h,0.00h,,,,,,0.00h,97.42h,0.00h,0.00h,,,,,26085.67h,,
,PAYME-91,[CORE DB] Remove unused user ISO_EXCHANGE_APP,5/25/23,2.25h,97.23h,,,,,,316.45h,47.18h,14.22h,25.27h,,,,,25681.82h,,
Production bug,PAYME-233,[SEPA EXCHANGE] Incoming domestic SEPA payment with future settlement date is accounted incorrectly,6/28/23,0.03h,956.95h,,,,,,20.48h,28.27h,144.13h,186.10h,,,,,24866.15h,,
,PAYME-88,[ibank] Remove ability to generate warnings for iso transition validation,5/9/23,0.00h,0.00h,,,,,,0.00h,22.82h,26.95h,90.57h,,,,,26066.25h,,
,PAYME-87,[ibank] Add code owners to ibank/bank-components,5/3/23,0.00h,0.00h,,,,,,0.00h,21.28h,0.00h,0.00h,,,,,26206.80h,,
,PAYME-86,[iBank] payment already cancelled label,5/8/23,0.00h,0.00h,,,,,,0.00h,234.70h,0.00h,0.00h,,,,,26090.33h,,
,PAYME-85,[CORE DB] Do not show incoming pacs.002 reject in investigation when it is assigned to TRAFIS,6/8/23,0.03h,92.62h,,,,,,847.00h,0.63h,23.23h,15.38h,,,,,25347.33h,,
,PAYME-84,[ibank] Add unvalidated payments for offline combination,4/28/23,0.00h,0.00h,,,,,,0.00h,1.43h,0.00h,0.00h,,,,,26326.32h,,
,PAYME-80,[openShift] Document Monitoring Implementation,5/2/23,0.00h,0.00h,,,,,,0.00h,139.55h,0.00h,0.00h,,,,,26232.52h,,
,PAYME-213,LT STAR user can't print foreign payment,6/12/23,0.20h,963.65h,,,,,,70.67h,4.42h,91.45h,3.20h,,,,,25243.18h,,
,PAYME-79,[IBANK LT] Incorrect / missing ‘‘ID field‘‘ data in payment order printout,5/12/23,0.07h,187.65h,,,,,,0.00h,174.28h,42.63h,22.67h,,,,,25992.87h,,
,PAYME-78,[FP-TEST] Stress test for risk rules,4/26/23,0.08h,0.50h,,,,,,43.55h,,0.00h,0.00h,,,,,26377.20h,,
,PAYME-77,[STAR] LV payment order missing country in PDF,4/21/23,1.10h,0.00h,,,,,,0.00h,18.92h,1.40h,2.75h,,,,,26491.65h,,
,PAYME-75,[ISO Exchange] Set Assgnmt/Id for camt.056 and camt.029 if not provided by app,5/3/23,0.02h,98.68h,,43.02h,,,,0.00h,143.70h,2.93h,21.13h,,,,,26210.08h,,
,PAYME-73,[FP] Send pacs.004 PaymentReturn to CBPR+,8/2/23,24.22h,1.75h,40.27h,93.45h,,,,234.33h,217.25h,1667.37h,241.95h,,,,,24019.80h,,
,PAYME-71,"[IBANK] International payment form, ""Country"", ""Town/Village"" should be mandatary when Ultimate address is used",5/3/23,0.08h,0.00h,,,,,,288.72h,25.62h,16.60h,0.78h,,,,,26209.25h,,
,PAYME-70,[FP] Make message parsing more crash-safe,4/26/23,43.87h,0.00h,,,,,,0.00h,72.07h,1.00h,50.60h,,,,,26373.95h,,
,PAYME-212,[CORE DB] incorrect status of intrabank payment after payment execution,6/16/23,235.10h,914.90h,,,,,,162.98h,72.02h,26.52h,3.18h,,,,,25148.30h,,
,PAYME-211,[CORE DB] incorrect status of instant payment after payment processing,6/16/23,235.17h,914.92h,,,,,,162.97h,72.02h,27.23h,2.50h,,,,,25148.28h,,
,PAYME-69,[CORE-DB] add sending_confirmed attribute to vm.vvmk table,5/11/23,0.00h,0.05h,,190.85h,,,,22.92h,168.35h,102.52h,70.52h,,,,,26013.08h,,
,PAYME-74,[STAR] LV payment order missing country in PDF,4/21/23,0.02h,47.57h,,,,,,0.00h,6.48h,18.85h,4.28h,,,,,26491.72h,,
,PAYME-68,[ISO Exchange] API support for CBPR+ pacs.008.001.08STP,4/27/23,0.03h,1.10h,,,,,,22.77h,147.32h,20.23h,30.37h,,,,,26347.72h,,
,PAYME-67,[openShift] Onboard payment-monitor to cloudbees/openshift (pipeline),5/16/23,0.00h,0.00h,,646.13h,,,,0.00h,31.15h,0.00h,0.00h,,,,,25892.70h,,
,PAYME-66,[CORE] move PAYMENTS ISO tables from USERS tablespace and set correct default tablespaces,4/17/23,0.78h,0.00h,,,,,,0.00h,0.00h,0.00h,70.13h,,,,,26587.72h,,
,PAYME-63,[openshift] Observability Integration with Alert API,4/13/23,0.03h,,,,,,,,,,,,,,,26689.83h,,
,PAYME-62,[openshift] Observability Integration with Alert API,4/17/23,0.07h,0.00h,,,,,,4.75h,97.48h,0.00h,0.00h,,,,,26587.55h,,
,PAYME-56,[ISO exchange] create/improve API endpoint to check duplicity of the pacs.009 message,4/26/23,120.20h,0.33h,17.67h,18.07h,,,,1.42h,50.00h,104.63h,16.03h,,,,,26379.13h,,
,PAYME-30,"[STAR] - foreign payment out form, bic is not derived for non-EUR international payments to Swedbank Group banks",4/18/23,0.00h,0.00h,,47.45h,,,,0.00h,3.22h,13.45h,97.87h,,,,,26569.68h,,
,PAYME-18,[openshift] Setup prometheus in payment services namespace,4/17/23,0.03h,0.00h,,,,,,0.00h,146.35h,0.00h,0.00h,,,,,26587.55h,,
,PAYME-381,[ISO Exchange] Receive camt.058 NotificationToReceiveCancellationAdvice from CBPR+ (nov.23),10/20/23,1557.32h,291.75h,17.63h,2134.75h,,,,45.55h,165.35h,316.02h,56.35h,,,,,22123.68h,,
,PAYME-376,[ISO Exchange] Receive camt.055 CustomerPaymentCancellationRequest from CBPR+ (nov.23),10/17/23,1557.32h,771.68h,,1654.80h,,,,218.12h,160.58h,0.30h,144.00h,,,,,22201.60h,,
,PAYME-42,[FP] Send camt.029 ResolutionOfInvestigation (CNCL and PDCR),9/18/23,1002.63h,170.28h,47.03h,458.75h,,,,1169.73h,235.47h,722.85h,8.57h,,,,,22893.08h,,
,PAYME-46,[FP] Send camt.029 ResolutionOfInvestigation (RJCT) to CBPR+,8/4/23,285.80h,164.48h,625.75h,24.77h,,,,502.47h,166.25h,504.98h,454.32h,,,,,23979.57h,,
,PAYME-41,[FP] Send Own Transfer pacs.009 to CBPR+,7/3/23,337.22h,137.83h,0.33h,,,,,766.47h,162.88h,9.43h,215.65h,,,,,25054.62h,,
,PAYME-48,[FP] Send CBPR+ pacs.009 FinancialInstitutionCreditTransfer from Pay charges,7/3/23,311.03h,139.05h,69.23h,25.00h,,,,310.25h,280.20h,26.73h,320.23h,,,,,25202.63h,,
,PAYME-47,[FP] Send CBPR+ pacs.009 FinancialInstitutionCreditTransfer from bookkeeping entries,6/7/23,310.88h,139.12h,39.47h,24.90h,,,,169.75h,166.10h,5.48h,487.22h,,,,,25365.47h,,
,PAYME-40,[FP] Send camt.056 FIToFIPaymentCancellationRequest to CBPR+,7/12/23,191.17h,96.18h,85.27h,,,,,69.68h,431.75h,876.12h,433.23h,,,,,24525.03h,,
,PAYME-14,[LV STAR] Incoming international payments form & PDF - Ultimate payer/beneficiary address,4/21/23,0.10h,118.82h,,,,,,19.98h,51.55h,91.68h,73.63h,,,,,26496.02h,,
,PAYME-39,[FP] Send pacs.008 FIToFICustomerCreditTransfer to CBPR+ - cover method,8/4/23,0.05h,145.42h,2.63h,329.23h,,,123.58h,551.70h,343.90h,1019.62h,365.98h,,23.22h,,,23973.87h,,
,PAYME-38,[FP] Send pacs.008 FIToFICustomerCreditTransfer to CBPR+ - serial method,8/4/23,0.05h,332.48h,528.62h,142.20h,,,123.62h,149.45h,309.22h,739.45h,532.63h,,23.20h,,,23974.35h,,
,PAYME-1,Missing label in STAR when deleting predefined foreign payment.,4/6/23,19.77h,0.00h,,,,,,0.00h,,2.30h,3.72h,,,,,26850.93h,,
,PAYME-36,[ISO Exchange] Store pacs.002 additional information in STATUS_REPORT,4/21/23,,18.93h,,,,,4.57h,118.58h,28.93h,19.97h,26.12h,,,168.35h,,26496.12h,,
,PAYME-35,"[CORE] Add STATUS_REASON_ADD_INFO1, STATUS_REASON_ADD_INFO2 columns to STATUS_REPORT",4/19/23,,18.85h,,,,,4.63h,124.98h,2.37h,17.45h,0.05h,,,168.33h,,26544.93h,,
,PAYME-26,[CORE] International SEPA payment can't be sent due to empty PAYER_PRIV_OTHER_ID_TYPE,4/20/23,0.00h,167.47h,,,,,,142.92h,19.18h,0.77h,47.85h,,,,,26522.25h,,
,PAYME-11,[CORE] Incoming payment transaction does not show other bank fees,4/14/23,0.60h,3.27h,,174.15h,,,,0.00h,38.60h,6.05h,24.75h,,,,,26659.73h,,
,PAYME-82,[CORE DB] New fields for processing SEPA cross border payments,5/29/23,0.28h,612.55h,0.10h,,,,79.87h,512.80h,65.57h,71.27h,0.88h,,,,,25583.47h,,
,PAYME-4,LV iBank - Foreign standing order PDF - intermediary bank data missing,4/13/23,0.53h,21.10h,,,,,,0.00h,175.00h,0.03h,46.63h,,,,,26684.23h,,
,PAYME-29,"[LV ibank] - foreign payment out form, bic is not derived for non-EUR international payments to Swedbank Group banks",4/18/23,0.73h,266.67h,,48.85h,,,,0.08h,3.20h,13.45h,97.72h,,,,,26569.85h,,
,PAYME-34,[FP] Show reason code explanation during investigation message processing,4/21/23,,18.80h,,,,,0.00h,23.13h,168.80h,4.55h,0.47h,,189.07h,146.73h,,26492.88h,,
,PAYME-5,[FP] Store AnyBIC as Name when Name is missing in incoming pacs.008,4/13/23,,269.52h,,,,,0.00h,0.00h,19.03h,24.32h,3.53h,,24.25h,18.45h,,26685.37h,,
,PAYME-10,[FP] Provide pacs.009 message preview,4/13/23,,98.57h,,,,,0.00h,2.15h,187.77h,24.38h,5.35h,,22.33h,20.60h,,26683.55h,,
,PAYME-52,[FP] Remove crebit.lisa_mitteklient usages,6/27/23,48.20h,741.72h,,49.02h,,,,864.37h,47.57h,317.53h,114.78h,,,,,24889.05h,,
,PAYME-9,Ibank EE payment order details,4/18/23,0.00h,0.92h,,0.20h,,,,505.10h,20.18h,0.52h,0.97h,,,,,26565.80h,,
,PAYME-7,LT iBank Payment order printout has wrong format of data,4/24/23,0.00h,69.58h,,,,,,90.50h,311.93h,168.25h,100.48h,,,,,26421.70h,,
,PAYME-103,"iBank: e-invoice payment in list of payments should have most of fields non-editable (LV, EE)",6/9/23,135.57h,606.28h,,188.68h,,,320.28h,46.82h,165.10h,24.57h,27.17h,330.90h,,,,25322.60h,,
,PAYME-54,[CORE] Updates in PAYMENTS_ISO.REASON_CODE,4/18/23,,18.55h,,,,,0.00h,99.17h,1.75h,22.18h,0.28h,,142.65h,360.87h,,26566.32h,,
,PAYME-229,Review UDFS changes for T2 R2023.JUN,3/23/23,,,,,,,0.00h,,,,,,164.27h,,,27192.07h,,
,PAYME-21,Investigation - ISO cleanup,6/15/23,0.08h,119.12h,,,,,,2082.05h,,0.00h,0.00h,,,,,25177.33h,,
,PAYME-20,[CORE-DB] (foreign) - ISO cleanup,6/9/23,0.20h,119.47h,,,,,,1073.27h,776.33h,19.32h,75.32h,,,,,25315.17h,,
,PAYME-8,[STAR] - Foreign payment/defined payment/standing order - ISO cleanup,4/28/23,0.05h,146.55h,,91.87h,,,,560.93h,302.32h,0.85h,70.23h,,,,,26325.08h,,
,PAYME-6,iBank - Foreign payment/defined payment/standing order - ISO cleanup,4/28/23,0.40h,120.50h,,118.13h,,,,475.05h,289.95h,72.70h,93.30h,,,,,26328.38h,,
,PAYME-72,[ISO exchange] create API endpoint to indicate change of value date,4/26/23,0.00h,2.57h,,1048.83h,,,,28.12h,119.75h,42.60h,1.30h,,,,,26376.77h,97.05h,
,PAYME-65,[FILE-BARN] migrate existing RT-1 files from FileBarn to ISOX DB,10/3/25,5811.07h,0.05h,,,,,,16960.98h,,0.00h,0.02h,,,,,4991.67h,,
,PAYME-15,[FP] Processing of payments with InstrForNxtAgt,7/10/23,1055.92h,137.38h,289.65h,337.32h,,,,574.50h,105.57h,261.40h,425.05h,,,,,24577.47h,,
,PAYME-429,Windows 2012 will turn black on October 10th 2023,10/20/23,,,,,,,44.33h,,,,3767.17h,,,,1971.77h,22125.18h,,
Production bug,PAYME-51,[CORE DB] create script to fix errors in DB - defined payments reused address and agent info from foreign payment,4/18/24,6261.45h,0.00h,,,,,,3841.07h,286.50h,72.70h,0.48h,,,,,17785.28h,,
,PAYME-27,[CORE-DB] Create new DB interface for loading nostro account transactions to GDW,5/5/23,144.72h,435.60h,,164.35h,,,,1268.63h,694.18h,5.42h,46.05h,,,,,26157.40h,,
,PAYME-23,[FP] Find dependencies of crebit.trs_name table usage by Foreign Payments (Dynasty),4/18/23,0.58h,211.48h,,2067.12h,,,,,,,,,,,,26569.23h,,
Production bug,PAYME-189,[iBank] The Confirm button is not active in iBank.,6/7/23,242.18h,328.55h,34.72h,23.35h,,,,2853.97h,284.40h,117.38h,4.87h,,,,,25362.78h,,
,PAYME-22,[FP] Improvements for OBN x-border cancelled payments processing (2),7/20/23,0.28h,1675.03h,,2761.07h,,,,47.77h,104.25h,535.05h,177.40h,,,,,24337.32h,,
,PAYME-3,[CORE] PARTMAN failing during new partitions creation in PAYMENTS_ISO schema,4/21/23,0.00h,0.00h,,1627.68h,,,,1446.38h,333.55h,0.00h,43.58h,,,,,26498.32h,,
,PAYME-53,"Simulate ""Couple"" environments in same cluster(s)",2/13/23,0.05h,0.00h,,,,,,1771.13h,48.23h,119.77h,0.00h,,,,,28105.88h,,
,PAYME-33,"[CORE DB] Missing comments on newly added columns vvmk_debt_cred, lvmk_debt_cred",8/21/23,7.25h,141.52h,,,,,,6524.22h,213.60h,3.78h,2.15h,,,,,23564.40h,,
,PAYME-49,[CORE DB] create PAYMENTS.ISO_*_ARH tables in ARCH database,12/1/23,9126.95h,0.00h,,,,,,399.77h,432.18h,0.00h,0.00h,,,,,21120.80h,,
,PAYME-16,[FP] Solution to stop/rollback message sending,11/17/23,0.00h,677.13h,286.90h,8298.22h,,,,100.80h,24.32h,143.00h,148.80h,,,,,21449.90h,,
,PAYME-50,[CORE DB] decommission payments_iso.msg_xml table,,10462.18h,0.00h,,,,,,21986.08h,,,,,,,,,,
,PAYME-32,[ISOX DB] migrate existing data from payments_iso.msg_xml - create DB table for data uploading from CORE DB,11/16/23,3407.85h,1276.47h,,0.07h,,,,5462.48h,754.48h,25.65h,0.12h,,,,,21473.17h,,
,PAYME-12,[FP] Check duplicity for manual pacs.009,5/15/23,5741.00h,315.55h,,160.30h,,,,143.35h,360.05h,49.90h,97.07h,,,,,25918.47h,,
,PAYME-17,[ibank] Incoming international payments information form (testing),5/17/23,1244.23h,635.00h,0.77h,4920.28h,,,,138.38h,95.13h,0.00h,72.60h,,,,,25867.70h,,
,PAYME-13,[FP] Adjust incoming payment manual input form,5/5/23,7031.12h,171.52h,92.33h,20.80h,,,,0.00h,394.20h,4.82h,199.80h,,,,,26161.25h,,
Production bug,PAYME-19,[CORE DB] List of payments execution failing on international payment,5/12/23,0.02h,1414.70h,,5640.17h,,,,0.00h,1201.85h,2.50h,0.00h,,,,,25988.85h,,
,PAYME-24,[FP] indicate that value date of outgoing payment message has changed,9/28/23,148.92h,119.02h,92.70h,8228.18h,,,,2519.93h,283.03h,939.30h,29.28h,,,,,22656.45h,71.43h,
,PAYME-28,[iBank] International payment signing from payment list logical error,12/7/23,266.63h,1292.90h,,10170.27h,,,,28.95h,2109.12h,100.52h,167.67h,,,,,21862.57h,,
